# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367334,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,51,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,92,19,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,129,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,138,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,161,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,165,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,185,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,207,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,212,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,222,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367334,289,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367336,1,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367336,92,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367336,138,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367337,1,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,121,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,376,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,458,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,704,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,780,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,793,19,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367337,803,20,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367355,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367406,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,24,20,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,48,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,96,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,130,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,134,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,152,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,159,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,191,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,210,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,214,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,225,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,252,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,302,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,350,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,369,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,432,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,436,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,484,0,0.00,HLT_PFJet260_v23/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
367406,509,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367406,512,0,0.00,HLT_PFJet260_v23/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367413,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,6,0,0.00,HLT_PFJet260_v23/0,OR,L1_SingleJet180/0.00 L1_SingleJet200/0.00 L1_SingleJet160er2p5/0.00
367413,68,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,77,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,80,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,181,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,322,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,327,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,556,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,819,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,859,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,1169,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,1237,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,1261,19,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,1283,20,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,1362,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367413,1366,20,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367415,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367415,3,20,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367416,1,20,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367475,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,59,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,80,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,83,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,93,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,102,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,114,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,117,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,134,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,154,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,162,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,168,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,172,8,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,216,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,221,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,254,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,279,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,333,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,352,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,398,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,432,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,486,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,493,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,504,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367475,526,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367477,1,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,56,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,176,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,183,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,371,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,711,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,722,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,998,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367477,1003,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367515,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,73,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,101,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,145,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,181,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,215,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,226,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,244,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,248,8,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,277,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,310,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,345,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,363,8,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367515,380,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367516,1,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,10,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,18,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,38,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,227,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,359,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,492,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,577,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,896,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367516,1186,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367552,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367553,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,12,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,17,17,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,23,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,43,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,56,15,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,59,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,89,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,113,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367553,131,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367554,1,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367554,73,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367554,226,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367615,1,5,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,54,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,58,18,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,103,16,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,128,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,156,13,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,179,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,194,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367615,228,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367618,1,9,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367618,162,10,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367618,238,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367619,1,11,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367619,25,12,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367619,217,14,128.00,HLT_PFJet260_v23/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367661,1,5,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,52,18,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,55,14,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,58,15,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,127,14,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,167,13,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,194,11,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,224,10,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,239,9,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367661,254,7,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367662,1,7,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367662,5,8,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367663,1,8,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367665,1,5,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367665,18,8,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367666,1,8,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
367691,1,5,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367691,39,18,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367691,47,17,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367691,50,5,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
367691,70,7,128.00,HLT_PFJet260_v24/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
