# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370097,162,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370097,243,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370097,282,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370102,1,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370102,198,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370102,441,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370129,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,91,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,115,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,145,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,169,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,216,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,263,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370129,325,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370144,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,13,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,24,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,126,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,339,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,340,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,636,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370144,913,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370169,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,66,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,68,16,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,96,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,122,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,140,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,154,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,174,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,181,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,183,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,597,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,691,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,696,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,834,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,1026,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,1042,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370169,1184,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370172,1,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370172,7,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370172,121,16,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370172,204,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370175,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,36,16,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,42,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,50,19,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,59,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,96,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,100,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,124,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,144,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,174,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,189,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,200,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,211,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,921,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,996,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,1076,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,1155,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,1277,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370175,1498,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370293,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,60,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,96,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,113,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,116,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,123,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,131,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,136,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,142,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,162,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,167,3,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,174,6,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,266,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,395,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,967,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,997,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,1105,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,1245,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370293,1470,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370294,1,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370294,137,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370294,414,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370300,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,7,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,9,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,21,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,39,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,83,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,97,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,113,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,124,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,130,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,141,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,177,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,181,4,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,200,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,485,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,523,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,537,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,815,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,848,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370300,899,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370304,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370304,10,7,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370304,13,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370304,15,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370304,17,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370304,125,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370304,223,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370307,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370307,3,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370307,44,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370307,381,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370307,656,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370321,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370332,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,627,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,710,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,726,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,781,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,948,12,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,1151,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,1468,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,1721,16,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370332,1730,17,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
370340,1,5,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,27,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,45,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,57,15,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,67,14,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,86,13,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,98,11,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,107,10,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,121,9,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
370340,132,8,6.00,HLT_BTagMu_AK4DiJet170_Mu5_v16/2,ONE,L1_DoubleJet120er2p5_Mu3_dR_Max0p8/3.00
